data_frac,trial_i,performance,passed_safety,failed
0.001,0,,False,False
0.001,1,,False,False
0.001,2,,False,False
0.001,3,,False,False
0.001,4,,False,False
0.001,5,,False,False
0.001,6,,False,False
0.001,7,,False,False
0.001,8,,False,False
0.001,9,,False,False
0.001,10,,False,False
0.001,11,,False,False
0.001,12,,False,False
0.001,13,,False,False
0.001,14,,False,False
0.001,15,,False,False
0.001,16,,False,False
0.001,17,,False,False
0.001,18,,False,False
0.001,19,,False,False
0.001637893706954,0,,False,False
0.001637893706954,1,,False,False
0.001637893706954,2,,False,False
0.001637893706954,3,,False,False
0.001637893706954,4,,False,False
0.001637893706954,5,,False,False
0.001637893706954,6,,False,False
0.001637893706954,7,,False,False
0.001637893706954,8,,False,False
0.001637893706954,9,,False,False
0.001637893706954,10,,False,False
0.001637893706954,11,,False,False
0.001637893706954,12,,False,False
0.001637893706954,13,,False,False
0.001637893706954,14,,False,False
0.001637893706954,15,,False,False
0.001637893706954,16,,False,False
0.001637893706954,17,,False,False
0.001637893706954,18,,False,False
0.001637893706954,19,,False,False
0.0026826957952797,0,,False,False
0.0026826957952797,1,,False,False
0.0026826957952797,2,,False,False
0.0026826957952797,3,,False,False
0.0026826957952797,4,,False,False
0.0026826957952797,5,,False,False
0.0026826957952797,6,,False,False
0.0026826957952797,7,,False,False
0.0026826957952797,8,,False,False
0.0026826957952797,9,,False,False
0.0026826957952797,10,,False,False
0.0026826957952797,11,,False,False
0.0026826957952797,12,,False,False
0.0026826957952797,13,,False,False
0.0026826957952797,14,,False,False
0.0026826957952797,15,,False,False
0.0026826957952797,16,,False,False
0.0026826957952797,17,,False,False
0.0026826957952797,18,,False,False
0.0026826957952797,19,,False,False
0.0043939705607607,0,,False,False
0.0043939705607607,1,,False,False
0.0043939705607607,2,,False,False
0.0043939705607607,3,,False,False
0.0043939705607607,4,,False,False
0.0043939705607607,5,,False,False
0.0043939705607607,6,,False,False
0.0043939705607607,7,,False,False
0.0043939705607607,8,,False,False
0.0043939705607607,9,,False,False
0.0043939705607607,10,0.6999748022467205,True,False
0.0043939705607607,11,,False,False
0.0043939705607607,12,,False,False
0.0043939705607607,13,,False,False
0.0043939705607607,14,,False,False
0.0043939705607607,15,,False,False
0.0043939705607607,16,,False,False
0.0043939705607607,17,,False,False
0.0043939705607607,18,0.7366370147375761,True,False
0.0043939705607607,19,,False,False
0.0071968567300115,0,,False,False
0.0071968567300115,1,,False,False
0.0071968567300115,2,,False,False
0.0071968567300115,3,0.7018984213909796,True,False
0.0071968567300115,4,,False,False
0.0071968567300115,5,,False,False
0.0071968567300115,6,0.6916496618285007,True,False
0.0071968567300115,7,,False,False
0.0071968567300115,8,0.6979646855308295,True,False
0.0071968567300115,9,,False,False
0.0071968567300115,10,0.6964337147829013,True,False
0.0071968567300115,11,0.6884292872816243,True,False
0.0071968567300115,12,0.7061021652145036,True,False
0.0071968567300115,13,,False,False
0.0071968567300115,14,0.7278355412776589,True,False
0.0071968567300115,15,,False,False
0.0071968567300115,16,0.7163360445619072,True,False
0.0071968567300115,17,,False,False
0.0071968567300115,18,0.7289327987144433,True,False
0.0071968567300115,19,0.6849282300480846,True,False
0.0117876863479358,0,0.6920004276328087,True,False
0.0117876863479358,1,0.6893729141374747,True,False
0.0117876863479358,2,0.6771015699260355,True,False
0.0117876863479358,3,,False,False
0.0117876863479358,4,0.6751877767047582,True,False
0.0117876863479358,5,,False,False
0.0117876863479358,6,,False,False
0.0117876863479358,7,0.6921501141613796,True,False
0.0117876863479358,8,0.7028316207599921,True,False
0.0117876863479358,9,0.6892351676380206,True,False
0.0117876863479358,10,0.6980319940675643,True,False
0.0117876863479358,11,0.6828029137062022,True,False
0.0117876863479358,12,0.7013100895418662,True,False
0.0117876863479358,13,0.6862211068358759,True,False
0.0117876863479358,14,0.7091109716589915,True,False
0.0117876863479358,15,0.6824924231498233,True,False
0.0117876863479358,16,0.7007134027838374,True,False
0.0117876863479358,17,0.6780915736401035,True,False
0.0117876863479358,18,,False,False
0.0117876863479358,19,0.6754690961969421,True,False
0.0193069772888324,0,0.6827394373469945,True,False
0.0193069772888324,1,0.689284919727861,True,False
0.0193069772888324,2,0.6867411834650271,True,False
0.0193069772888324,3,0.6709943888144754,True,False
0.0193069772888324,4,0.6709294782150454,True,False
0.0193069772888324,5,,False,False
0.0193069772888324,6,0.6728823554099098,True,False
0.0193069772888324,7,0.683871370629943,True,False
0.0193069772888324,8,0.6802971236658105,True,False
0.0193069772888324,9,0.686418879643144,True,False
0.0193069772888324,10,0.7089940501750778,True,False
0.0193069772888324,11,0.6827013715029694,True,False
0.0193069772888324,12,0.677915324129657,True,False
0.0193069772888324,13,0.6823445640577388,True,False
0.0193069772888324,14,0.6874418791873899,True,False
0.0193069772888324,15,0.6756317773574068,True,False
0.0193069772888324,16,0.6842802099943145,True,False
0.0193069772888324,17,0.6724148844217263,True,False
0.0193069772888324,18,0.6740161446095283,True,False
0.0193069772888324,19,0.6778093034127844,True,False
0.0316227766016837,0,0.6791751559797559,True,False
0.0316227766016837,1,0.6777918400995889,True,False
0.0316227766016837,2,0.6747308931896763,True,False
0.0316227766016837,3,0.6620539722340439,True,False
0.0316227766016837,4,0.6682835002732088,True,False
0.0316227766016837,5,0.668543070168638,True,False
0.0316227766016837,6,0.668181020285354,True,False
0.0316227766016837,7,0.6752401462806538,True,False
0.0316227766016837,8,0.6768882478321643,True,False
0.0316227766016837,9,0.6757280952025155,True,False
0.0316227766016837,10,0.6711160211405779,True,False
0.0316227766016837,11,0.6802657431803233,True,False
0.0316227766016837,12,0.6713498512219024,True,False
0.0316227766016837,13,0.6776199286845248,True,False
0.0316227766016837,14,0.6758690410043474,True,False
0.0316227766016837,15,0.6673112115123864,True,False
0.0316227766016837,16,0.6797582128342152,True,False
0.0316227766016837,17,0.6652783527600562,True,False
0.0316227766016837,18,0.6710224533686043,True,False
0.0316227766016837,19,0.6723457782117626,True,False
0.0517947467923121,0,0.6735358174566399,True,False
0.0517947467923121,1,0.6747624041993455,True,False
0.0517947467923121,2,0.6627632924709613,True,False
0.0517947467923121,3,0.6642822245298976,True,False
0.0517947467923121,4,0.6619965132408457,True,False
0.0517947467923121,5,0.6597778064289066,True,False
0.0517947467923121,6,0.6643772349277397,True,False
0.0517947467923121,7,0.664126426556268,True,False
0.0517947467923121,8,0.6666556752134254,True,False
0.0517947467923121,9,0.67228035130576,True,False
0.0517947467923121,10,0.6629220712893571,True,False
0.0517947467923121,11,0.6673515614226837,True,False
0.0517947467923121,12,0.6767512725495571,True,False
0.0517947467923121,13,0.6689532207506163,True,False
0.0517947467923121,14,0.6707669489894569,True,False
0.0517947467923121,15,0.6652967822473322,True,False
0.0517947467923121,16,0.6675436412297061,True,False
0.0517947467923121,17,0.6621092210911397,True,False
0.0517947467923121,18,0.6712732107496919,True,False
0.0517947467923121,19,0.6649403225702885,True,False
0.0848342898244071,0,0.6569122191144713,True,False
0.0848342898244071,1,0.6652945517108156,True,False
0.0848342898244071,2,0.657509917419415,True,False
0.0848342898244071,3,0.6579948710673407,True,False
0.0848342898244071,4,0.6563035126633238,True,False
0.0848342898244071,5,0.6530498231950072,True,False
0.0848342898244071,6,0.6659274708860711,True,False
0.0848342898244071,7,0.6586418907219149,True,False
0.0848342898244071,8,0.6618582803091865,True,False
0.0848342898244071,9,0.6595823528535716,True,False
0.0848342898244071,10,0.6582834100313648,True,False
0.0848342898244071,11,0.6625577888709235,True,False
0.0848342898244071,12,0.66175541498894,True,False
0.0848342898244071,13,0.6625162874163217,True,False
0.0848342898244071,14,0.6576995175626353,True,False
0.0848342898244071,15,0.6587847899124477,True,False
0.0848342898244071,16,0.6662659377854532,True,False
0.0848342898244071,17,0.655997293585601,True,False
0.0848342898244071,18,0.6582520850176168,True,False
0.0848342898244071,19,0.6640830244566084,True,False
0.1389495494373137,0,0.6542904618855735,True,False
0.1389495494373137,1,0.6582723733584493,True,False
0.1389495494373137,2,0.6517535195305616,True,False
0.1389495494373137,3,0.6594348046166737,True,False
0.1389495494373137,4,0.6546763069072731,True,False
0.1389495494373137,5,0.6509359414311805,True,False
0.1389495494373137,6,0.6624047510837549,True,False
0.1389495494373137,7,0.6532884375642118,True,False
0.1389495494373137,8,0.6573075499584728,True,False
0.1389495494373137,9,0.6522697577794788,True,False
0.1389495494373137,10,0.6517435826613815,True,False
0.1389495494373137,11,0.6571020394952098,True,False
0.1389495494373137,12,0.6557708607609669,True,False
0.1389495494373137,13,0.655125025543912,True,False
0.1389495494373137,14,0.655968570197405,True,False
0.1389495494373137,15,0.6569462238807326,True,False
0.1389495494373137,16,0.6587951335157034,True,False
0.1389495494373137,17,0.659000750655645,True,False
0.1389495494373137,18,0.6582950539322213,True,False
0.1389495494373137,19,0.6556438316531987,True,False
0.2275845926074788,0,0.6519764321012269,True,False
0.2275845926074788,1,0.6539883254339297,True,False
0.2275845926074788,2,0.6484297532380113,True,False
0.2275845926074788,3,0.6550917028959043,True,False
0.2275845926074788,4,0.6489282012916335,True,False
0.2275845926074788,5,0.651323314116456,True,False
0.2275845926074788,6,0.651665455902066,True,False
0.2275845926074788,7,0.6517643477649911,True,False
0.2275845926074788,8,0.6545725173084173,True,False
0.2275845926074788,9,0.6497315032800137,True,False
0.2275845926074788,10,0.6505556197180274,True,False
0.2275845926074788,11,0.6540101255264386,True,False
0.2275845926074788,12,0.6504670458953059,True,False
0.2275845926074788,13,0.6519975291105989,True,False
0.2275845926074788,14,0.6515213706043801,True,False
0.2275845926074788,15,0.6530490927531264,True,False
0.2275845926074788,16,0.652494427607922,True,False
0.2275845926074788,17,0.6521208573194678,True,False
0.2275845926074788,18,0.6525484488800694,True,False
0.2275845926074788,19,0.6511979751367024,True,False
0.3727593720314938,0,0.6503403279502306,True,False
0.3727593720314938,1,0.6491009868800587,True,False
0.3727593720314938,2,0.6469557588868364,True,False
0.3727593720314938,3,0.6514317263184248,True,False
0.3727593720314938,4,0.6477384448665968,True,False
0.3727593720314938,5,0.6486894009451739,True,False
0.3727593720314938,6,0.6490786979683194,True,False
0.3727593720314938,7,0.6505623883104439,True,False
0.3727593720314938,8,0.6492022149270013,True,False
0.3727593720314938,9,0.6498430365271867,True,False
0.3727593720314938,10,0.6483935602860958,True,False
0.3727593720314938,11,0.6497672849608387,True,False
0.3727593720314938,12,0.6498347382657741,True,False
0.3727593720314938,13,0.6495883732377278,True,False
0.3727593720314938,14,0.6490496076506961,True,False
0.3727593720314938,15,0.6494346382738383,True,False
0.3727593720314938,16,0.6489971760729438,True,False
0.3727593720314938,17,0.6497869980419593,True,False
0.3727593720314938,18,0.6501873396613289,True,False
0.3727593720314938,19,0.6492792864162701,True,False
0.6105402296585326,0,0.6474466749718698,True,False
0.6105402296585326,1,0.6474163700981829,True,False
0.6105402296585326,2,0.646698395915744,True,False
0.6105402296585326,3,0.6483148522479714,True,False
0.6105402296585326,4,0.6470055903703685,True,False
0.6105402296585326,5,0.6466674354921231,True,False
0.6105402296585326,6,0.6479156113527478,True,False
0.6105402296585326,7,0.6488886649085533,True,False
0.6105402296585326,8,0.6475241166085831,True,False
0.6105402296585326,9,0.647420085645627,True,False
0.6105402296585326,10,0.6478176328087203,True,False
0.6105402296585326,11,0.6483928495721397,True,False
0.6105402296585326,12,0.6476782189926052,True,False
0.6105402296585326,13,0.6473674238298817,True,False
0.6105402296585326,14,0.6471568361155058,True,False
0.6105402296585326,15,0.6468782483237384,True,False
0.6105402296585326,16,0.6466598855590535,True,False
0.6105402296585326,17,0.6481220961491244,True,False
0.6105402296585326,18,0.6485412808826587,True,False
0.6105402296585326,19,0.6472762263952074,True,False
1.0,0,0.6462332134234422,True,False
1.0,1,0.6462678345227665,True,False
1.0,2,0.6465036854657346,True,False
1.0,3,0.6470342332029163,True,False
1.0,4,0.6462762657215962,True,False
1.0,5,0.6464846719361117,True,False
1.0,6,0.647268256178257,True,False
1.0,7,0.6473590402250332,True,False
1.0,8,0.6467183568596699,True,False
1.0,9,0.6461517684137834,True,False
1.0,10,0.6465837282183607,True,False
1.0,11,0.6473281338167626,True,False
1.0,12,0.6465735571842692,True,False
1.0,13,0.6467036783036737,True,False
1.0,14,0.6465566229663413,True,False
1.0,15,0.6462387000235994,True,False
1.0,16,0.6459502117442142,True,False
1.0,17,0.6468428652288448,True,False
1.0,18,0.6463857905619292,True,False
1.0,19,0.6467574837384477,True,False
