data_frac,trial_i,performance,failed
0.001,0,0.7820164021309306,True
0.001,1,0.8440567582590408,False
0.001,2,0.8117948494889203,False
0.001,3,0.8620256849319814,True
0.001,4,0.7811931923898814,False
0.001,5,0.8468558314282983,True
0.001,6,0.6971272740203228,False
0.001,7,0.8128177926136331,True
0.001,8,0.7723076480372829,False
0.001,9,0.7961936967155941,False
0.001,10,0.7916715202701045,True
0.001,11,0.8017684747297411,False
0.001,12,0.760509981255886,False
0.001,13,0.7889074442710434,False
0.001,14,0.746583163903623,False
0.001,15,0.7644750322522427,False
0.001,16,0.7970843922309134,True
0.001,17,0.7907148024627223,False
0.001,18,0.7398761012709436,True
0.001,19,0.7396047727337858,False
0.001637893706954,0,0.7419968440705247,False
0.001637893706954,1,0.8368953355167471,False
0.001637893706954,2,0.8051374164008245,False
0.001637893706954,3,0.8253821274074922,True
0.001637893706954,4,0.8313225971422465,False
0.001637893706954,5,0.7743410526889455,True
0.001637893706954,6,0.7399182810908992,False
0.001637893706954,7,0.8623622194051969,False
0.001637893706954,8,0.7687613920154982,False
0.001637893706954,9,0.7977642840407284,True
0.001637893706954,10,0.7609299002559439,True
0.001637893706954,11,0.7800453258935937,True
0.001637893706954,12,0.7627695167470614,False
0.001637893706954,13,0.8125903674169959,False
0.001637893706954,14,0.7746813594025014,False
0.001637893706954,15,0.7539092099943184,False
0.001637893706954,16,0.8117311777850129,True
0.001637893706954,17,0.7904268285962291,True
0.001637893706954,18,0.8322651899060729,False
0.001637893706954,19,0.7883464664357942,False
0.0026826957952797,0,0.760222685520384,False
0.0026826957952797,1,0.7664206743246859,False
0.0026826957952797,2,0.7695048016157651,False
0.0026826957952797,3,0.8136559861966065,False
0.0026826957952797,4,0.7963618159967066,True
0.0026826957952797,5,0.7701988179224628,True
0.0026826957952797,6,0.756847566986556,False
0.0026826957952797,7,0.8055801280327474,False
0.0026826957952797,8,0.7281147433866741,True
0.0026826957952797,9,0.8086582100135763,True
0.0026826957952797,10,0.7446298408201514,True
0.0026826957952797,11,0.7956222790192269,True
0.0026826957952797,12,0.7572127098059285,False
0.0026826957952797,13,0.7716460751520603,False
0.0026826957952797,14,0.766154101330655,True
0.0026826957952797,15,0.7661255638941773,False
0.0026826957952797,16,0.8400952010859738,True
0.0026826957952797,17,0.765987508729975,True
0.0026826957952797,18,0.8046544451019642,False
