data_frac,trial_i,performance,failed
0.001,0,0.7664473933920382,False
0.001,1,0.7873217338319121,False
0.001,2,0.7761482317379248,False
0.001,3,0.7803527211088533,True
0.001,4,0.8285697129267128,False
0.001,5,0.8318463226456325,True
0.001,6,0.7734289635253678,False
0.001,7,0.7306631861260051,False
0.001,8,0.7564203607387378,False
0.001,9,0.9276811922961106,True
0.001,10,0.8542975980378595,True
0.001,11,0.7862210680820908,True
0.001,12,0.7525804348539255,False
0.001,13,0.8056751909442563,False
0.001,14,0.7906695759152812,True
0.001,15,0.7793344253960681,True
0.001,16,0.8138786404793183,True
0.001,17,0.7944843969256321,False
0.001,18,0.7949382735434706,False
0.001,19,0.7819800795591019,True
0.001637893706954,0,0.75551479923739,False
0.001637893706954,1,0.7268009373402124,False
0.001637893706954,2,0.7541291936402016,False
0.001637893706954,3,0.7633499411863794,False
0.001637893706954,4,0.7546446949428273,False
0.001637893706954,5,0.8507315742988769,False
0.001637893706954,6,0.7553241001189827,False
0.001637893706954,7,0.7673145418528979,False
0.001637893706954,8,0.7406976726358534,False
0.001637893706954,9,0.8535413116805938,True
0.001637893706954,10,0.8024597722020523,True
0.001637893706954,11,0.8032031657729644,False
0.001637893706954,12,0.7779725395381542,False
0.001637893706954,13,0.7905496930314734,True
0.001637893706954,14,0.7837396303634927,False
0.001637893706954,15,0.7759240769597019,True
0.001637893706954,16,0.7602094996033963,False
0.001637893706954,17,0.8234013842556063,False
0.001637893706954,18,0.7540408456306703,False
0.001637893706954,19,0.7556766046520084,True
0.0026826957952797,0,0.7594527892179063,False
0.0026826957952797,1,0.7431570566433671,False
0.0026826957952797,2,0.7779194956295173,False
0.0026826957952797,3,0.7134673766583631,False
0.0026826957952797,4,0.7512120064016714,True
0.0026826957952797,5,0.8187037285602363,False
0.0026826957952797,6,0.7574900108579378,False
0.0026826957952797,7,0.7369442478948907,False
0.0026826957952797,8,0.7294792911948794,False
0.0026826957952797,9,0.822512142689393,True
0.0026826957952797,10,0.7685048407820494,True
0.0026826957952797,11,0.7531740439848905,False
0.0026826957952797,12,0.756144485246403,False
0.0026826957952797,13,0.759890658705493,True
0.0026826957952797,14,0.7376266579439991,False
0.0026826957952797,15,0.7898573517724804,False
0.0026826957952797,16,0.7219512927258018,True
0.0026826957952797,17,0.8116838706794496,False
0.0026826957952797,18,0.7487365869406691,False
0.0026826957952797,19,0.7800455912020532,True
0.0043939705607607,0,0.759119368298432,False
0.0043939705607607,1,0.7409673598426996,False
0.0043939705607607,2,0.7380249951323568,True
0.0043939705607607,3,0.7488902603386628,False
0.0043939705607607,4,0.712502387681327,False
0.0043939705607607,5,0.8011531388914679,False
0.0043939705607607,6,0.7193440550047371,False
0.0043939705607607,7,0.7782197379369182,False
0.0043939705607607,8,0.7246594422182028,False
0.0043939705607607,9,0.7867867103299551,False
0.0043939705607607,10,0.7618909105074089,False
0.0043939705607607,11,0.7390846149560248,True
0.0043939705607607,12,0.7391098166924872,False
0.0043939705607607,13,0.7286687209590259,True
0.0043939705607607,14,0.713293264088287,False
0.0043939705607607,15,0.7514362449102823,False
0.0043939705607607,16,0.7035257034461857,False
0.0043939705607607,17,0.7453762411010738,False
0.0043939705607607,18,0.7587967237150461,False
0.0043939705607607,19,0.7596867979047127,True
0.0071968567300115,0,0.7715367692063148,False
0.0071968567300115,1,0.7311580400159204,True
0.0071968567300115,2,0.7125887600769661,True
0.0071968567300115,3,0.716515025869581,True
0.0071968567300115,4,0.690786645762806,False
0.0071968567300115,5,0.7165630067938648,False
0.0071968567300115,6,0.7225697971716888,False
0.0071968567300115,7,0.7837958194870064,False
0.0071968567300115,8,0.7012198046264648,False
0.0071968567300115,9,0.7360831263177666,False
0.0071968567300115,10,0.7377604015863348,False
0.0071968567300115,11,0.7024491219849739,False
0.0071968567300115,12,0.702722076332257,False
0.0071968567300115,13,0.7115577317203575,False
0.0071968567300115,14,0.6974885351087491,True
0.0071968567300115,15,0.726296954572924,False
0.0071968567300115,16,0.6944665001765434,False
0.0071968567300115,17,0.7101268627618766,True
0.0071968567300115,18,0.7308863737081458,False
0.0071968567300115,19,0.7179743405007656,False
0.0117876863479358,0,0.7021911563437128,False
0.0117876863479358,1,0.7007556317538982,False
0.0117876863479358,2,0.6901581306169401,False
0.0117876863479358,3,0.6906153207726689,False
0.0117876863479358,4,0.6797471551784267,False
0.0117876863479358,5,0.6854519032758292,False
0.0117876863479358,6,0.6892902749066212,False
0.0117876863479358,7,0.6850499998172148,False
0.0117876863479358,8,0.6988355030467712,False
0.0117876863479358,9,0.6984464834663384,False
0.0117876863479358,10,0.6959651893277998,False
0.0117876863479358,11,0.6890945935706976,False
0.0117876863479358,12,0.6853904666033803,False
0.0117876863479358,13,0.6950645738450846,False
0.0117876863479358,14,0.6770048987081196,False
0.0117876863479358,15,0.6943869586708467,False
0.0117876863479358,16,0.6773253668025858,True
0.0117876863479358,17,0.6798215271145728,False
0.0117876863479358,18,0.6885957824333505,False
0.0117876863479358,19,0.6890106038382792,False
0.0193069772888324,0,0.6736858935976667,False
0.0193069772888324,1,0.6721486764079211,False
0.0193069772888324,2,0.6749365820082467,False
0.0193069772888324,3,0.6743867542108836,False
0.0193069772888324,4,0.674745492838405,False
0.0193069772888324,5,0.6809386239930241,False
0.0193069772888324,6,0.6671123190502443,False
0.0193069772888324,7,0.6742295350224443,False
0.0193069772888324,8,0.6831829151075665,False
0.0193069772888324,9,0.6945392771118963,False
0.0193069772888324,10,0.6817738351430785,False
0.0193069772888324,11,0.6755729787206926,False
0.0193069772888324,12,0.6824553261475477,False
0.0193069772888324,13,0.6697537477781357,False
0.0193069772888324,14,0.6662891798325639,False
0.0193069772888324,15,0.6764090829272983,False
0.0193069772888324,16,0.6792157933717105,True
0.0193069772888324,17,0.6616045561361386,False
0.0193069772888324,18,0.6769711495503771,False
0.0193069772888324,19,0.6776850956462173,False
0.0316227766016837,0,0.6619944628772012,False
0.0316227766016837,1,0.6667558947875047,False
0.0316227766016837,2,0.667146826872381,False
0.0316227766016837,3,0.6740191213578373,False
0.0316227766016837,4,0.6617528145573182,False
0.0316227766016837,5,0.6643318447016362,False
0.0316227766016837,6,0.6629378131828954,False
0.0316227766016837,7,0.6636604408046489,False
0.0316227766016837,8,0.666675522182868,False
0.0316227766016837,9,0.6678162963065827,False
0.0316227766016837,10,0.6643337571724746,False
0.0316227766016837,11,0.664813835494865,False
0.0316227766016837,12,0.6669404727545438,False
0.0316227766016837,13,0.6638050577840103,False
0.0316227766016837,14,0.6604242812100076,False
0.0316227766016837,15,0.6627582148516653,False
0.0316227766016837,16,0.6656341401530977,False
0.0316227766016837,17,0.6610401668294634,False
0.0316227766016837,18,0.6620616850651785,False
0.0316227766016837,19,0.6709914930002225,False
0.0517947467923121,0,0.6510527308233388,False
0.0517947467923121,1,0.6535085169189055,False
0.0517947467923121,2,0.6574090979064107,False
0.0517947467923121,3,0.6597764540894162,False
0.0517947467923121,4,0.6548582673194331,False
0.0517947467923121,5,0.6584455993159125,False
0.0517947467923121,6,0.6574527299984757,False
0.0517947467923121,7,0.655722817316473,False
0.0517947467923121,8,0.6574434678569154,False
0.0517947467923121,9,0.659676704777382,False
0.0517947467923121,10,0.6572361541854095,False
0.0517947467923121,11,0.654732554642096,False
0.0517947467923121,12,0.6568381714651389,False
0.0517947467923121,13,0.6543270484065744,False
0.0517947467923121,14,0.6536168312695031,False
0.0517947467923121,15,0.6557876674431221,False
0.0517947467923121,16,0.6621344274913181,False
0.0517947467923121,17,0.6537354611520886,False
0.0517947467923121,18,0.6557732843192814,False
0.0517947467923121,19,0.6628073397341159,False
